Designator,Mid X,Mid Y,Rotation,Layer
L306,73.4625,86.8,0.0,top
L307,69.1,78.9,270.0,top
R1001,12.649999,81.1643,270.0,top
R1002,13.549999,79.3,90.0,top
R1003,11.949999,79.1543,90.0,top
R101,84.8,78.74,270.0,top
R1201,20.91,82.3,0.0,top
R1202,28.4,86.65,0.0,top
R1203,30.32,86.65,0.0,top
R1204,32.24,86.65,0.0,top
R1205,34.16,86.65,0.0,top
R1206,36.08,86.65,0.0,top
R1207,33.35,88.19,270.0,top
R1208,32.3,88.19,270.0,top
R1209,31.25,88.19,270.0,top
R1401,36.424999,81.085001,270.0,top
R1402,37.324999,79.195,90.0,top
R1403,35.774999,79.075001,90.0,top
R1501,83.0,27.09,90.0,top
R1502,83.05,25.07,90.0,top
R1503,38.198112,29.890001,90.0,top
R1504,35.678112,29.080001,0.0,top
R1505,31.124249,33.958894,270.0,top
R1506,37.148112,29.890001,270.0,top
R1507,85.0,20.325,270.0,top
R1508,86.473335,8.425,90.0,top
R1509,86.5,20.325,90.0,top
R1510,87.973335,8.425,270.0,top
R201,17.7,8.7,270.0,top
R202,53.74,10.8,0.0,top
R203,53.74,9.75,0.0,top
R204,16.7,7.15,90.0,top
R205,59.5,4.6,270.0,top
R206,74.415,18.1,0.0,top
R207,53.79,22.1,180.0,top
R208,71.7,23.4,90.0,top
R209,4.125,27.95,90.0,top
R210,4.125,30.05,90.0,top
R211,4.125,32.05,90.0,top
R212,74.425,19.15,180.0,top
R213,70.1,25.69,270.0,top
R214,2.9,31.29,90.0,top
R215,1.85,31.65,90.0,top
R216,62.5,5.8,90.0,top
R217,66.7,5.31,270.0,top
R218,82.56,13.7,180.0,top
R219,48.05,10.35,180.0,top
R220,68.1,25.69,270.0,top
R221,81.15,15.75,0.0,top
R222,81.15,14.7,0.0,top
R223,83.1,15.75,0.0,top
R224,83.1,14.7,0.0,top
R225,85.05,14.7,0.0,top
R226,82.0,25.26,270.0,top
R227,21.29,88.75,270.0,top
R228,22.35,88.75,270.0,top
R229,52.625829,24.25,180.0,top
R401,78.25,87.310001,90.0,top
R402,80.35,87.32,270.0,top
R403,79.3,87.32,90.0,top
R501,80.35,96.989999,270.0,top
R502,78.25,96.98,90.0,top
R503,79.3,96.98,270.0,top
R601,84.25,87.310001,90.0,top
R602,86.35,87.32,270.0,top
R603,85.3,87.32,90.0,top
R701,86.35,97.01,270.0,top
R702,84.25,97.0,90.0,top
R703,85.3,97.0,270.0,top
R801,43.034999,43.547145,270.0,top
R802,41.994999,43.547145,270.0,top
R803,26.98,52.81,90.0,top
R804,39.434999,46.437145,270.0,top
R805,38.394999,46.427145,270.0,top
R806,32.933112,39.155002,0.0,top
R807,28.0,54.14,270.0,top
R808,36.343112,35.105002,90.0,top
R809,35.634999,46.437145,270.0,top
R810,34.584999,46.437145,270.0,top
R811,32.234999,43.837145,270.0,top
R812,31.185,43.837144,270.0,top
R813,28.05,59.46,90.0,top
R814,25.7,61.7,90.0,top
R901,18.675,43.492143,270.0,top
R902,17.635,43.492143,270.0,top
R903,23.08,52.785,90.0,top
R904,15.125,46.382143,270.0,top
R905,14.085,46.372143,270.0,top
R906,8.623113,39.1,0.0,top
R907,20.65,54.1,270.0,top
R908,12.033113,35.05,90.0,top
R909,11.325,46.382143,270.0,top
R910,10.275,46.382143,270.0,top
R911,7.925,43.782143,270.0,top
R912,6.875001,43.782142,270.0,top
R913,21.68,59.435,90.0,top
R914,22.65,61.7,90.0,top
SW201,94.55,27.1125,90.0,top
T101,23.834999,74.637143,180.0,top
U1001,11.85,75.0543,180.0,top
U101,70.72395,95.350014,0.0,top
U102,72.3,35.9,0.0,top
U103,70.72395,91.530614,0.0,top
U1201,24.8,85.2,90.0,top
U1401,35.624999,74.975001,180.0,top
U1501,3.275,75.65,90.0,top
U1502,85.8875,30.5,180.0,top
U1503,79.71,26.05,270.0,top
U1504,41.643112,27.805001,0.0,top
U1505,32.583112,31.170001,180.0,top
U201,63.490829,15.7,270.0,top
U202,78.65,11.525,90.0,top
U301,72.6,71.65,180.0,top
U302,60.35,75.05,0.0,top
U303,79.3,83.85,0.0,top
U304,65.05,80.0,270.0,top
U305,68.7,73.85,180.0,top
U306,63.05,71.389536,270.0,top
U307,72.6,74.55,180.0,top
U308,65.4,61.55,180.0,top
U309,61.263025,79.85,180.0,top
U401,77.850001,90.12,90.0,top
U402,80.75,90.125,90.0,top
U501,80.749999,94.18,270.0,top
U502,77.85,94.175,270.0,top
U601,83.850001,90.12,90.0,top
U602,86.75,90.125,90.0,top
U701,86.75,94.2,270.0,top
U702,83.85,94.195,270.0,top
U801,41.944499,53.241858,90.0,top
U802,36.616499,38.887144,180.0,top
U803,30.853999,53.241858,90.0,top
U804,41.944499,63.772858,90.0,top
U805,30.854,63.772858,90.0,top
U901,17.6345,53.186856,90.0,top
U902,12.3065,38.832142,180.0,top
U903,6.544,53.186856,90.0,top
U904,17.6345,63.717856,90.0,top
U905,6.544001,63.717856,90.0,top
Y1201,19.9,84.9,270.0,top
Y201,50.865829,13.875,90.0,top
Y202,80.275,18.475,0.0,top
